time_s,note,hz,confidence,intensity,register,is_voiced
0.0,A3,223.31,0.5914,2.831,medio-grave,True
0.05,A3,222.9,0.8988,7.7736,medio-grave,True
0.1,A3,221.01,0.8676,13.8183,medio-grave,True
0.15,A3,220.7,0.7189,17.2918,medio-grave,True
0.2,A3,221.34,0.8675,17.4814,medio-grave,True
0.25,A3,221.66,0.857,16.8257,medio-grave,True
0.3,A3,221.64,0.7624,16.2309,medio-grave,True
0.35,A3,220.37,0.8308,16.0273,medio-grave,True
0.4,A3,220.56,0.8404,17.6888,medio-grave,True
0.45,A3,220.57,0.8763,18.2838,medio-grave,True
0.5,A3,219.36,0.6897,18.1761,medio-grave,True
0.55,A3,221.02,0.8904,18.318,medio-grave,True
0.6,A3,220.5,0.8332,18.3917,medio-grave,True
0.65,A3,221.21,0.8688,18.2779,medio-grave,True
0.7,A3,221.85,0.7412,18.331,medio-grave,True
0.75,A3,219.23,0.8831,18.2707,medio-grave,True
0.8,A3,219.87,0.8506,18.2506,medio-grave,True
0.85,A3,220.48,0.8384,18.3046,medio-grave,True
0.9,A3,220.42,0.8724,18.3118,medio-grave,True
0.95,A3,221.87,0.859,18.2758,medio-grave,True
1.0,A3,221.25,0.881,18.2808,medio-grave,True
1.05,A3,219.5,0.7808,18.3273,medio-grave,True
1.1,A3,220.76,0.9092,18.3268,medio-grave,True
1.15,A3,220.46,0.8636,18.2348,medio-grave,True
1.2,A3,220.28,0.8556,18.3633,medio-grave,True
1.25,A3,219.05,0.8684,18.3367,medio-grave,True
1.3,A3,218.41,0.8966,18.2566,medio-grave,True
1.35,A3,222.74,0.9032,18.2233,medio-grave,True
1.4,A3,222.13,0.8057,18.203,medio-grave,True
1.45,A3,219.98,0.9204,18.3543,medio-grave,True
1.5,A3,220.92,0.8627,18.2528,medio-grave,True
1.55,A3,221.98,0.8927,18.2472,medio-grave,True
1.6,A3,220.75,0.8699,18.2016,medio-grave,True
1.65,A3,221.83,0.9244,18.2738,medio-grave,True
1.7,A3,222.01,0.8779,18.3518,medio-grave,True
1.75,A3,220.12,0.8608,18.3487,medio-grave,True
1.8,A3,222.2,0.9173,18.1692,medio-grave,True
1.85,A3,221.16,0.8988,18.2393,medio-grave,True
1.9,A3,221.19,0.8974,18.3471,medio-grave,True
1.95,A3,220.75,0.8356,18.3445,medio-grave,True
2.0,A3,221.57,0.9225,18.1938,medio-grave,True
2.05,A3,219.3,0.8718,18.2729,medio-grave,True
2.1,A3,219.47,0.884,18.0138,medio-grave,True
2.15,A3,220.17,0.8525,14.562,medio-grave,True
2.2,A3,219.85,0.9076,12.2012,medio-grave,True
2.25,A3,220.21,0.8782,10.3527,medio-grave,True
2.3,A3,222.81,0.8099,8.4568,medio-grave,True
2.35,A3,220.85,0.8858,6.5214,medio-grave,True
2.4,A3,221.58,0.8704,4.6073,medio-grave,True
2.45,A3,220.37,0.844,2.7975,medio-grave,True
2.5,A♯3,235.4,0.4231,4.7224,medio-grave,True
2.55,B3,246.03,0.8431,12.1541,medio-grave,True
2.6,B3,245.51,0.8385,17.7697,medio-grave,True
2.65,B3,247.79,0.788,19.0965,medio-grave,True
2.7,B3,248.65,0.8325,18.4718,medio-grave,True
2.75,B3,246.31,0.846,17.9464,medio-grave,True
2.8,B3,247.84,0.8499,18.8749,medio-grave,True
2.85,B3,249.38,0.6742,19.9767,medio-grave,True
2.9,B3,248.45,0.8664,20.0064,medio-grave,True
2.95,B3,248.42,0.8078,19.8964,medio-grave,True
3.0,B3,248.5,0.848,19.8194,medio-grave,True
3.05,B3,249.14,0.6907,19.9767,medio-grave,True
3.1,B3,247.23,0.875,19.882,medio-grave,True
3.15,B3,249.29,0.8334,19.8682,medio-grave,True
3.2,B3,244.83,0.8614,19.985,medio-grave,True
3.25,B3,244.03,0.8795,19.981,medio-grave,True
3.3,B3,248.09,0.8076,19.8846,medio-grave,True
3.35,B3,249.62,0.8492,19.9335,medio-grave,True
3.4,B3,243.6,0.8746,19.969,medio-grave,True
3.45,B3,249.06,0.8464,19.9488,medio-grave,True
3.5,B3,247.07,0.7476,19.8911,medio-grave,True
3.55,B3,247.5,0.8576,19.9324,medio-grave,True
3.6,B3,245.13,0.8811,19.9357,medio-grave,True
3.65,B3,247.95,0.847,19.966,medio-grave,True
3.7,B3,247.12,0.7931,19.9611,medio-grave,True
3.75,B3,245.52,0.8752,19.8423,medio-grave,True
3.8,B3,243.53,0.8657,19.9951,medio-grave,True
3.85,B3,247.53,0.7959,19.8462,medio-grave,True
3.9,B3,249.27,0.8676,19.9274,medio-grave,True
3.95,B3,246.11,0.751,20.0297,medio-grave,True
4.0,B3,249.51,0.8733,19.9616,medio-grave,True
4.05,B3,245.67,0.7971,19.8616,medio-grave,True
4.1,B3,247.89,0.8625,19.9256,medio-grave,True
4.15,B3,247.41,0.7723,19.9176,medio-grave,True
4.2,B3,247.79,0.8558,17.6986,medio-grave,True
4.25,B3,249.5,0.8508,14.2246,medio-grave,True
4.3,B3,247.17,0.8214,11.6876,medio-grave,True
4.35,B3,249.29,0.8251,9.054,medio-grave,True
4.4,B3,249.08,0.8554,6.4368,medio-grave,True
4.45,B3,246.02,0.8335,2.7982,medio-grave,True
4.5,C4,258.29,0.5603,4.8983,medio-grave,True
4.55,C4,263.56,0.8793,12.5866,medio-grave,True
4.6,C4,262.51,0.8688,19.1786,medio-grave,True
4.65,C4,264.19,0.8379,20.978,medio-grave,True
4.7,C4,263.59,0.8096,20.2145,medio-grave,True
4.75,C4,261.24,0.8773,19.2956,medio-grave,True
4.8,C4,260.5,0.8839,20.6463,medio-grave,True
4.85,C4,263.76,0.7545,21.7686,medio-grave,True
4.9,C4,264.14,0.8549,21.6833,medio-grave,True
4.95,C4,263.14,0.8514,21.8652,medio-grave,True
5.0,C4,262.36,0.8879,21.7761,medio-grave,True
5.05,C4,261.02,0.7326,21.7027,medio-grave,True
5.1,C4,263.02,0.8864,21.7742,medio-grave,True
5.15,C4,261.34,0.8625,21.6975,medio-grave,True
5.2,C4,261.53,0.7754,21.7067,medio-grave,True
5.25,C4,263.26,0.8506,21.736,medio-grave,True
5.3,C4,261.42,0.8853,21.7605,medio-grave,True
5.35,C4,262.85,0.8977,21.8111,medio-grave,True
5.4,C4,262.53,0.6713,21.8049,medio-grave,True
5.45,C4,260.11,0.8791,21.8807,medio-grave,True
5.5,C4,261.27,0.8565,21.7828,medio-grave,True
5.55,C4,260.57,0.8437,21.7718,medio-grave,True
5.6,C4,259.31,0.8409,21.7447,medio-grave,True
5.65,C4,261.82,0.8976,21.6957,medio-grave,True
5.7,C4,263.28,0.8725,21.6505,medio-grave,True
5.75,C4,262.78,0.7358,21.8932,medio-grave,True
5.8,C4,263.68,0.818,21.7414,medio-grave,True
5.85,C4,262.53,0.8742,21.6587,medio-grave,True
5.9,C4,263.66,0.8772,21.8211,medio-grave,True
5.95,C4,259.88,0.8452,21.7452,medio-grave,True
6.0,C4,264.45,0.8798,21.7847,medio-grave,True
6.05,C4,260.72,0.8357,21.781,medio-grave,True
6.1,C4,259.57,0.8313,21.7268,medio-grave,True
6.15,C4,260.06,0.8488,21.6823,medio-grave,True
6.2,C4,262.31,0.871,19.4946,medio-grave,True
6.25,C4,262.03,0.8833,15.7379,medio-grave,True
6.3,C4,259.28,0.8197,12.889,medio-grave,True
6.35,C4,257.39,0.8475,10.1128,medio-grave,True
6.4,C4,264.55,0.8465,5.9011,medio-grave,True
6.45,C4,259.78,0.8334,3.1913,medio-grave,True
6.5,D4,286.59,0.5035,4.877,medio-grave,True
6.55,D4,294.73,0.9383,13.049,medio-grave,True
6.6,D4,293.57,0.9196,20.4972,medio-grave,True
6.65,D4,291.46,0.9234,23.0111,medio-grave,True
6.7,D4,292.8,0.9105,21.7665,medio-grave,True
6.75,D4,292.38,0.9311,21.2076,medio-grave,True
6.8,D4,293.56,0.9391,22.3448,medio-grave,True
6.85,D4,290.17,0.905,23.73,medio-grave,True
6.9,D4,290.42,0.9124,23.737,medio-grave,True
6.95,D4,294.13,0.9084,23.667,medio-grave,True
7.0,D4,295.68,0.9367,23.7331,medio-grave,True
7.05,D4,289.47,0.8945,23.7545,medio-grave,True
7.1,D4,294.4,0.943,23.7836,medio-grave,True
7.15,D4,294.5,0.9172,23.8419,medio-grave,True
7.2,D4,292.5,0.9233,23.6457,medio-grave,True
7.25,D4,289.44,0.9155,23.7849,medio-grave,True
7.3,D4,292.85,0.9273,23.8176,medio-grave,True
7.35,D4,297.37,0.9293,23.7863,medio-grave,True
7.4,D4,293.8,0.7624,23.8481,medio-grave,True
7.45,D4,292.98,0.915,23.7699,medio-grave,True
7.5,D4,295.97,0.9002,23.7686,medio-grave,True
7.55,D4,293.35,0.9102,23.8257,medio-grave,True
7.6,D4,291.21,0.9172,23.6931,medio-grave,True
7.65,D4,292.82,0.9432,23.6844,medio-grave,True
7.7,D4,296.23,0.9127,23.6589,medio-grave,True
7.75,D4,295.38,0.8614,23.7399,medio-grave,True
7.8,D4,292.2,0.879,23.8901,medio-grave,True
7.85,D4,293.42,0.9381,23.8985,medio-grave,True
7.9,D4,295.74,0.9387,23.7375,medio-grave,True
7.95,D4,297.76,0.8109,23.7754,medio-grave,True
8.0,D4,292.93,0.9348,23.8292,medio-grave,True
8.05,D4,296.25,0.9157,23.7563,medio-grave,True
8.1,D4,293.94,0.9072,23.6644,medio-grave,True
8.15,D4,297.08,0.8521,23.7642,medio-grave,True
8.2,D4,294.26,0.9386,22.9163,medio-grave,True
8.25,D4,296.41,0.9251,17.624,medio-grave,True
8.3,D4,294.64,0.8121,15.8413,medio-grave,True
8.35,D4,295.02,0.9103,9.5995,medio-grave,True
8.4,D4,293.89,0.9261,6.5886,medio-grave,True
8.45,D4,295.89,0.9149,3.7271,medio-grave,True
8.5,D♯4,319.38,0.3638,4.1666,medio-grave,True
8.55,E4,328.83,0.894,7.44,medio-grave,True
8.6,E4,330.71,0.8945,18.5208,medio-agudo,True
8.65,E4,325.36,0.8785,20.8006,medio-grave,True
8.7,E4,325.94,0.8869,20.1323,medio-grave,True
8.75,E4,329.18,0.8835,19.3019,medio-grave,True
8.8,E4,331.3,0.8751,19.8533,medio-agudo,True
8.85,E4,324.54,0.8629,21.7709,medio-grave,True
8.9,E4,324.7,0.8734,21.6945,medio-grave,True
8.95,E4,330.29,0.8911,21.8948,medio-agudo,True
9.0,E4,329.3,0.831,21.8388,medio-grave,True
9.05,E4,330.54,0.7472,21.8571,medio-agudo,True
9.1,E4,331.54,0.8988,21.8845,medio-agudo,True
9.15,E4,329.24,0.8993,21.7971,medio-grave,True
9.2,E4,327.03,0.8638,21.7897,medio-grave,True
9.25,E4,329.63,0.8747,21.8504,medio-grave,True
9.3,E4,332.37,0.887,21.7548,medio-agudo,True
9.35,E4,330.58,0.8878,21.7771,medio-agudo,True
9.4,E4,327.62,0.8518,21.8298,medio-grave,True
9.45,E4,331.24,0.8973,21.7478,medio-agudo,True
9.5,E4,331.42,0.8649,21.8066,medio-agudo,True
9.55,E4,325.38,0.8671,21.8814,medio-grave,True
9.6,E4,325.23,0.8681,21.7379,medio-grave,True
9.65,E4,331.06,0.89,21.7862,medio-agudo,True
9.7,E4,327.9,0.8908,21.7749,medio-grave,True
9.75,E4,324.37,0.8684,21.8594,medio-grave,True
9.8,E4,325.63,0.8817,21.8126,medio-grave,True
9.85,E4,330.77,0.8537,21.7873,medio-agudo,True
9.9,E4,330.68,0.8982,21.8265,medio-agudo,True
9.95,E4,324.14,0.8346,21.818,medio-grave,True
10.0,E4,330.87,0.8824,21.8747,medio-agudo,True
10.05,E4,331.71,0.84,21.7908,medio-agudo,True
10.1,E4,326.04,0.8868,21.8425,medio-grave,True
10.15,E4,327.47,0.8673,21.8367,medio-grave,True
10.2,E4,333.77,0.875,21.1406,medio-agudo,True
10.25,E4,328.68,0.883,16.3894,medio-grave,True
10.3,E4,325.44,0.8742,11.8201,medio-grave,True
10.35,E4,325.04,0.8726,9.0748,medio-grave,True
10.4,E4,331.07,0.8513,6.2644,medio-agudo,True
10.45,E4,331.8,0.881,4.8553,medio-agudo,True
10.5,F4,344.11,0.6371,4.1184,medio-agudo,True
10.55,F4,352.12,0.9198,7.4942,medio-agudo,True
10.6,F4,348.44,0.8753,19.7586,medio-agudo,True
10.65,F4,345.72,0.8472,22.7587,medio-agudo,True
10.7,F4,344.59,0.8424,21.8815,medio-agudo,True
10.75,F4,350.81,0.9016,21.1002,medio-agudo,True
10.8,F4,349.17,0.9056,21.4407,medio-agudo,True
10.85,F4,351.7,0.704,23.6463,medio-agudo,True
10.9,F4,349.94,0.8323,23.8505,medio-agudo,True
10.95,F4,350.23,0.9029,23.7508,medio-agudo,True
11.0,F4,352.95,0.925,23.8608,medio-agudo,True
11.05,F4,347.95,0.8286,23.7702,medio-agudo,True
11.1,F4,349.7,0.9135,23.7206,medio-agudo,True
11.15,F4,349.89,0.9192,23.7172,medio-agudo,True
11.2,F4,351.75,0.8645,23.8383,medio-agudo,True
11.25,F4,352.89,0.8144,23.7156,medio-agudo,True
11.3,F4,350.28,0.8947,23.672,medio-agudo,True
11.35,F4,349.72,0.9299,23.8186,medio-agudo,True
11.4,F4,350.03,0.7227,23.7066,medio-agudo,True
11.45,F4,350.58,0.8978,23.7084,medio-agudo,True
11.5,F4,349.98,0.8846,23.7932,medio-agudo,True
11.55,F4,353.87,0.9145,23.8495,medio-agudo,True
11.6,F4,351.08,0.7237,23.8048,medio-agudo,True
11.65,F4,350.46,0.9224,23.7945,medio-agudo,True
11.7,F4,349.75,0.9262,23.7639,medio-agudo,True
11.75,F4,351.14,0.833,23.8586,medio-agudo,True
11.8,F4,352.06,0.8578,23.7398,medio-agudo,True
11.85,F4,352.53,0.908,23.6638,medio-agudo,True
11.9,F4,347.54,0.9182,23.8313,medio-agudo,True
11.95,F4,351.33,0.7136,23.7318,medio-agudo,True
12.0,F4,350.66,0.9252,23.7695,medio-agudo,True
12.05,F4,349.15,0.8811,23.7983,medio-agudo,True
12.1,F4,350.73,0.8746,23.7544,medio-agudo,True
12.15,F4,349.3,0.7025,23.7708,medio-agudo,True
12.2,F4,350.95,0.9138,22.0101,medio-agudo,True
12.25,F4,351.9,0.9104,16.2748,medio-agudo,True
12.3,F4,350.75,0.7607,13.0928,medio-agudo,True
12.35,F4,349.4,0.8416,10.0365,medio-agudo,True
12.4,F4,349.26,0.8804,7.0091,medio-agudo,True
12.45,F4,352.84,0.9099,4.0599,medio-agudo,True
12.5,,,0.1633,3.9725,silencio,False
12.55,G4,388.99,0.9085,12.0449,medio-agudo,True
12.6,G4,392.88,0.8788,23.2729,medio-agudo,True
12.65,G4,393.72,0.8039,24.3638,medio-agudo,True
12.7,G4,392.91,0.8163,23.4255,medio-agudo,True
12.75,G4,392.52,0.8766,22.5659,medio-agudo,True
12.8,G4,390.92,0.9044,23.5126,medio-agudo,True
12.85,G4,393.63,0.7084,25.0736,medio-agudo,True
12.9,G4,395.31,0.9115,25.3879,medio-agudo,True
12.95,G4,393.66,0.7843,25.3725,medio-agudo,True
13.0,G4,393.53,0.8733,25.3831,medio-agudo,True
13.05,G4,387.08,0.8712,25.3563,medio-agudo,True
13.1,G4,393.22,0.9128,25.424,medio-agudo,True
13.15,G4,389.27,0.8669,25.364,medio-agudo,True
13.2,G4,389.32,0.8902,25.3229,medio-agudo,True
13.25,G4,387.97,0.8784,25.3591,medio-agudo,True
13.3,G4,392.5,0.887,25.4349,medio-agudo,True
13.35,G4,393.88,0.912,25.4009,medio-agudo,True
13.4,G4,386.25,0.8694,25.3396,medio-agudo,True
13.45,G4,391.5,0.8965,25.3485,medio-agudo,True
13.5,G4,391.71,0.8496,25.3827,medio-agudo,True
13.55,G4,393.16,0.925,25.4697,medio-agudo,True
13.6,G4,390.87,0.8578,25.3463,medio-agudo,True
13.65,G4,397.06,0.9165,25.3165,medio-agudo,True
13.7,G4,391.72,0.8927,25.3366,medio-agudo,True
13.75,G4,393.32,0.8411,25.3958,medio-agudo,True
13.8,G4,389.78,0.7748,25.4003,medio-agudo,True
13.85,G4,391.68,0.9154,25.3939,medio-agudo,True
13.9,G4,394.67,0.9171,25.4168,medio-agudo,True
13.95,G4,391.17,0.7486,25.3687,medio-agudo,True
14.0,G4,393.77,0.8805,25.2834,medio-agudo,True
14.05,G4,394.84,0.8815,25.408,medio-agudo,True
14.1,G4,393.82,0.9134,25.3817,medio-agudo,True
14.15,G4,392.54,0.7348,25.2828,medio-agudo,True
14.2,G4,389.44,0.9022,21.9573,medio-agudo,True
14.25,G4,393.82,0.8993,17.5756,medio-agudo,True
14.3,G4,394.64,0.8556,14.2594,medio-agudo,True
14.35,G4,395.4,0.837,10.9549,medio-agudo,True
14.4,G4,392.12,0.8968,7.7015,medio-agudo,True
14.45,G4,392.14,0.8844,4.5478,medio-agudo,True
14.5,A4,428.8,0.4961,3.8303,medio-agudo,True
14.55,A4,439.26,0.9133,16.9574,medio-agudo,True
14.6,A4,442.21,0.9161,23.9006,medio-agudo,True
14.65,A4,437.3,0.929,25.3062,medio-agudo,True
14.7,A4,440.78,0.8916,24.3081,medio-agudo,True
14.75,A4,437.76,0.9348,23.4938,medio-agudo,True
14.8,A4,440.07,0.9372,24.2976,medio-agudo,True
14.85,A4,445.46,0.8791,26.3032,medio-agudo,True
14.9,A4,446.1,0.9223,26.3084,medio-agudo,True
14.95,A4,445.7,0.9182,26.2883,medio-agudo,True
15.0,A4,442.0,0.9396,26.339,medio-agudo,True
15.05,A4,442.57,0.8277,26.349,medio-agudo,True
15.1,A4,440.86,0.9387,26.3193,medio-agudo,True
15.15,A4,440.3,0.9237,26.2818,medio-agudo,True
15.2,A4,440.79,0.8983,26.3698,medio-agudo,True
15.25,A4,438.68,0.9052,26.3279,medio-agudo,True
15.3,A4,439.02,0.9351,26.2852,medio-agudo,True
15.35,A4,439.66,0.9399,26.2773,medio-agudo,True
15.4,A4,441.48,0.8657,26.3562,medio-agudo,True
15.45,A4,441.9,0.9294,26.2673,medio-agudo,True
15.5,A4,440.52,0.924,26.3661,medio-agudo,True
15.55,A4,442.02,0.9185,26.3586,medio-agudo,True
15.6,A4,443.84,0.8354,26.3176,medio-agudo,True
15.65,A4,439.2,0.9326,26.286,medio-agudo,True
15.7,A4,440.21,0.9333,26.326,medio-agudo,True
15.75,A4,436.88,0.8702,26.2821,medio-agudo,True
15.8,A4,436.82,0.8701,26.2168,medio-agudo,True
15.85,A4,441.0,0.9103,26.3164,medio-agudo,True
15.9,A4,438.82,0.9386,26.3377,medio-agudo,True
15.95,A4,444.62,0.7997,26.3089,medio-agudo,True
16.0,A4,441.73,0.9199,26.2489,medio-agudo,True
16.05,A4,442.36,0.8931,26.3133,medio-agudo,True
16.1,A4,438.69,0.8955,26.3294,medio-agudo,True
16.15,A4,441.12,0.8006,26.0646,medio-agudo,True
16.2,A4,444.16,0.9156,22.9793,medio-agudo,True
16.25,A4,439.23,0.9275,18.4222,medio-agudo,True
16.3,A4,442.42,0.7896,15.0404,medio-agudo,True
16.35,A4,440.15,0.8879,11.6084,medio-agudo,True
16.4,A4,445.64,0.8706,9.9113,medio-agudo,True
16.45,A4,438.76,0.8317,4.9162,medio-agudo,True
16.5,G4,398.81,0.3997,8.4803,medio-agudo,True
16.55,G4,393.19,0.9125,18.9678,medio-agudo,True
16.6,G4,393.23,0.8805,24.0589,medio-agudo,True
16.65,G4,388.7,0.8815,24.1155,medio-agudo,True
16.7,G4,388.85,0.8728,23.1031,medio-agudo,True
16.75,G4,391.5,0.9098,24.3837,medio-agudo,True
16.8,G4,395.48,0.9142,25.4798,medio-agudo,True
16.85,G4,387.59,0.8849,25.419,medio-agudo,True
16.9,G4,386.7,0.8671,25.4053,medio-agudo,True
16.95,G4,395.29,0.8254,25.3912,medio-agudo,True
17.0,G4,393.68,0.9247,25.4619,medio-agudo,True
17.05,G4,392.14,0.8734,25.4452,medio-agudo,True
17.1,G4,391.8,0.908,25.436,medio-agudo,True
17.15,G4,393.78,0.866,25.4644,medio-agudo,True
17.2,G4,391.13,0.8823,25.5053,medio-agudo,True
17.25,G4,389.57,0.874,25.3562,medio-agudo,True
17.3,G4,396.71,0.905,25.371,medio-agudo,True
17.35,G4,392.84,0.891,25.3622,medio-agudo,True
17.4,G4,393.23,0.753,25.4221,medio-agudo,True
17.45,G4,392.48,0.8583,25.3899,medio-agudo,True
17.5,G4,391.38,0.8422,25.485,medio-agudo,True
17.55,G4,393.25,0.9016,25.5154,medio-agudo,True
17.6,G4,393.03,0.7699,25.4479,medio-agudo,True
17.65,G4,390.79,0.9049,25.3948,medio-agudo,True
17.7,G4,393.05,0.8821,25.4716,medio-agudo,True
17.75,G4,390.95,0.8241,24.9238,medio-agudo,True
17.8,G4,397.0,0.8359,19.0083,medio-agudo,True
17.85,G4,395.93,0.9105,14.1007,medio-agudo,True
17.9,G4,391.07,0.9153,9.7192,medio-agudo,True
17.95,G4,389.45,0.8498,5.528,medio-agudo,True
18.0,F4,356.87,0.5284,5.5865,medio-agudo,True
18.05,F4,347.88,0.9202,9.8864,medio-agudo,True
18.1,F4,351.81,0.8768,22.5174,medio-agudo,True
18.15,F4,353.19,0.7425,21.5792,medio-agudo,True
18.2,F4,349.92,0.9059,21.5183,medio-agudo,True
18.25,F4,352.31,0.9095,22.7685,medio-agudo,True
18.3,F4,349.01,0.8056,23.5088,medio-agudo,True
18.35,F4,349.14,0.8417,23.6035,medio-agudo,True
18.4,F4,352.77,0.8836,23.4848,medio-agudo,True
18.45,F4,351.23,0.9143,23.5661,medio-agudo,True
18.5,F4,352.38,0.7535,23.5077,medio-agudo,True
18.55,F4,351.03,0.9116,23.4799,medio-agudo,True
18.6,F4,352.06,0.9099,23.498,medio-agudo,True
18.65,F4,350.83,0.8282,23.607,medio-agudo,True
18.7,F4,347.63,0.7904,23.5208,medio-agudo,True
18.75,F4,349.44,0.9059,23.5342,medio-agudo,True
18.8,F4,349.35,0.9211,23.4704,medio-agudo,True
18.85,F4,351.24,0.6606,23.5227,medio-agudo,True
18.9,F4,350.55,0.8761,23.5555,medio-agudo,True
18.95,F4,349.42,0.8696,23.5125,medio-agudo,True
19.0,F4,350.77,0.895,23.5282,medio-agudo,True
19.05,F4,348.46,0.6899,23.5069,medio-agudo,True
19.1,F4,352.5,0.9134,23.4907,medio-agudo,True
19.15,F4,352.06,0.8968,23.5829,medio-agudo,True
19.2,F4,350.56,0.7511,23.5082,medio-agudo,True
19.25,F4,351.03,0.8086,23.5422,medio-agudo,True
19.3,F4,349.34,0.8902,19.1257,medio-agudo,True
19.35,F4,350.67,0.9232,14.2026,medio-agudo,True
19.4,F4,346.08,0.8232,10.1633,medio-agudo,True
19.45,F4,346.68,0.817,4.3931,medio-agudo,True
19.5,E4,338.52,0.5563,6.7257,medio-agudo,True
19.55,E4,327.82,0.876,16.0207,medio-grave,True
19.6,E4,328.54,0.846,21.258,medio-grave,True
19.65,E4,333.28,0.8759,21.0765,medio-agudo,True
19.7,E4,332.9,0.8649,20.5287,medio-agudo,True
19.75,E4,327.6,0.8735,22.1964,medio-grave,True
19.8,E4,326.77,0.8678,22.629,medio-grave,True
19.85,E4,329.99,0.8484,22.6065,medio-grave,True
19.9,E4,330.02,0.8796,22.5133,medio-agudo,True
19.95,E4,325.5,0.8418,22.6797,medio-grave,True
20.0,E4,332.39,0.8525,22.6855,medio-agudo,True
20.05,E4,330.74,0.8419,22.6384,medio-agudo,True
20.1,E4,325.11,0.8711,22.5043,medio-grave,True
20.15,E4,327.9,0.8488,22.5516,medio-grave,True
20.2,E4,330.44,0.866,22.6433,medio-agudo,True
20.25,E4,328.61,0.8827,22.6522,medio-grave,True
20.3,E4,326.95,0.8671,22.5841,medio-grave,True
20.35,E4,325.01,0.872,22.6608,medio-grave,True
20.4,E4,332.26,0.865,22.6262,medio-agudo,True
20.45,E4,328.67,0.8823,22.585,medio-grave,True
20.5,E4,325.08,0.8602,22.5616,medio-grave,True
20.55,E4,329.46,0.8632,22.6525,medio-grave,True
20.6,E4,330.11,0.8797,22.6711,medio-agudo,True
20.65,E4,325.65,0.86,22.6921,medio-grave,True
20.7,E4,325.48,0.8852,22.5318,medio-grave,True
20.75,E4,329.79,0.8799,21.1896,medio-grave,True
20.8,E4,334.2,0.8117,17.3392,medio-agudo,True
20.85,,,0.0001,12.9049,silencio,False
20.9,,,0.0,10.9549,silencio,False
20.95,,,0.0002,5.3158,silencio,False
21.0,,,0.0052,4.3159,silencio,False
21.05,B4,485.9,0.825,18.1162,medio-agudo,True
21.1,B4,500.06,0.9279,25.0579,medio-agudo,True
21.15,B4,497.38,0.916,26.4279,medio-agudo,True
21.2,B4,494.87,0.8667,25.4323,medio-agudo,True
21.25,B4,495.13,0.8495,24.5597,medio-agudo,True
21.3,B4,499.56,0.9187,25.5453,medio-agudo,True
21.35,B4,499.02,0.9246,26.2802,medio-agudo,True
21.4,B4,493.13,0.7858,27.5041,medio-agudo,True
21.45,B4,491.9,0.9011,27.457,medio-agudo,True
